pc_bar,of_ratio,t_chamber_K,mixture_molecular_weight_g_per_mol,gamma,cp_kJ_per_kg_K,mu_millipoise,mu_Pa_s,k_mcal_per_cm_s_K,k_W_per_m_K,prandtl_number,mole_fraction_trace_limit,mass_fraction_mw_sum_g_per_mol,cf,isp_s,ivac_s,cstar_m_per_s,exit_temperature_K,exit_gamma,exit_molecular_weight_g_per_mol,exit_mach,exit_sonic_velocity_m_per_s,X_CO,Y_CO,MW_CO_g_per_mol,X_CO2,Y_CO2,MW_CO2_g_per_mol,X_H,Y_H,MW_H_g_per_mol,X_H2,Y_H2,MW_H2_g_per_mol,X_H2O,Y_H2O,MW_H2O_g_per_mol,X_H2O2,Y_H2O2,MW_H2O2_g_per_mol,X_HO2,Y_HO2,MW_HO2_g_per_mol,X_O,Y_O,MW_O_g_per_mol,X_O2,Y_O2,MW_O2_g_per_mol,X_OH,Y_OH,MW_OH_g_per_mol
40.0,7.1,3150.81,30.6719,1.1372,3.6412,1.0456,0.00010456000000000002,6.6651,2.78867784,0.5712,1e-05,30.671685594925997,1.5425,228.5255413418446,252.3032839960639,1452.8816855753648,2010.06,1.1912,31.9811,2.8404,788.99,0.03235,0.029542775932402624,28.0101,0.243587,0.3495126488344491,44.0095,0.0023,7.558313001172355e-05,1.00794,0.0035,0.00023003561307915864,2.01588,0.202838,0.11913865487863863,18.01528,1.85e-05,2.0516367711597175e-05,34.01468,0.0003529,0.00037976649538709855,33.00674,0.019473,0.010157782663615353,15.9994,0.442226,0.46136040632670494,31.9988,0.053349,0.02958182975799994,17.00734
